Fecha,SP500,NVDA,MSFT,WMT,Small Caps,Mexico,GMEXICO
14/08/2017,0.003406887,0.081769232,0.011803685,0.000605541,0.011645296,0.009817475,0.027569554
25/08/2022,0.010286656,0.035177937,0.01249162,0.008101189,0.016036718,0.009015681,0.027547863
20/10/2020,-0.002835079,0.010254221,-0.001157173,0.003462016,-0.005834257,0.013702454,0.027500679
02/07/2020,-0.019265881,-0.012054685,-0.001315446,-0.012925922,-0.004181601,0.006889269,0.027465078
25/10/2019,-0.000875062,0.027750622,0.001753022,-0.00438029,0.001773209,-0.008270206,0.027454698
06/01/2025,-0.025289571,0.001420124,-0.005018688,-0.00845744,-0.014269949,0.011574908,0.027401755
06/06/2018,-0.004167832,-0.016080889,-0.004666697,-0.008307415,0.000673162,0.001106807,0.027346139
13/12/2017,0.00247833,-0.040635865,-0.000799846,0.006317649,0.001640703,0.011896206,0.027288878
05/01/2017,-0.004463588,-0.01885858,-0.000107357,0.002062331,-0.008718477,0.001071237,0.027254284
18/01/2017,0.042505279,0.05531268,0.019096522,0.015036687,0.023310397,0.009300381,0.027140504
27/10/2022,-0.017813578,0.010718089,-0.025035588,-0.007991528,-0.008199516,-0.010005188,0.027123574
02/06/2020,-0.021249865,-0.029692563,0.000249861,-0.011224764,-0.003954267,0.011023099,0.027116951
05/01/2024,-0.019843147,-0.002670674,-0.008900582,-0.01506206,-0.013545416,0.014588282,0.026992493
22/11/2017,-0.012467737,-0.022803167,-0.01447714,-0.008305633,-0.00938921,-0.000828672,0.026950461
27/08/2018,-0.00648124,0.001060902,0.004049872,-0.011287925,-0.002997918,0.015789276,0.026907453
24/11/2020,-0.000277759,-0.034151569,0.009523016,-0.005323056,-0.002788334,0.010311786,0.026889201
30/08/2021,-0.00092371,-0.005518273,0.009749218,0.004940472,-0.005699958,0.003614576,0.026773167
02/06/2022,-0.005015118,0.047156223,-0.000468878,0.007921943,0.022638104,-0.010262458,0.026612004
04/04/2017,0.016034763,-0.060985772,0.010855001,0.010615575,0.005357256,0.009162235,0.026584287
28/04/2020,-0.035226219,-0.05352358,-0.041207286,-0.01888587,-0.009355336,0.022041017,0.026554717
13/01/2020,0.005986847,0.031821085,0.01259664,-0.003659788,0.007634344,0.005594733,0.02652581
12/06/2019,0.004265551,-0.024509881,-0.002486912,0.010263048,0.004349286,0.00249405,0.026519617
08/01/2020,-0.002017189,0.000192064,0.011029106,-0.008210573,0.001146564,0.006549995,0.026469392
28/12/2016,-0.008408476,-0.068051374,-0.004737977,-0.005755816,-0.012894327,0.005723106,0.026377474
06/09/2016,-0.02536581,-0.02266823,-0.01765641,-0.009741141,-0.013397227,-0.001465508,0.026247106
29/07/2025,-0.00199972,-0.006271732,0.000189922,0.007402568,-0.006671721,0.011643193,0.026237465
31/01/2017,0.002583976,-0.005462427,-0.005090361,0.00711011,0.010726691,-0.003194551,0.026160058
26/01/2018,-0.001357374,0.013807515,0.011896422,0.009983293,0.000591024,0.001382716,0.026126738
30/06/2017,0.012565651,0.005712872,0.010983047,0.001282643,0.00416462,0.014093247,0.026027097
03/04/2020,0.037740589,-0.000833906,0.020841547,0.037066499,0.004867774,-0.015281196,0.026007354
27/08/2019,0.006613796,-0.000201768,0.004403775,0.006099148,-0.012109395,0.014837067,0.025975486
17/12/2020,-0.000903445,0.000854645,-0.000876214,0.003081344,0.014898649,0.010854923,0.025918051
02/09/2022,-0.03167166,-0.045566052,-0.028728351,-0.022986957,-0.020197759,0.0100328,0.025837807
18/04/2018,0.006186956,0.00130456,0.006169028,-0.001436302,0.004953721,0.004290537,0.025829972
13/03/2023,0.050969765,0.050992628,0.043845877,0.025546967,0.013215222,0.004736203,0.025820458
08/02/2022,-0.008608046,0.019894072,-0.007623173,-0.012767097,0.021970213,0.020105065,0.025770614
01/04/2025,-0.011427307,0.001212033,0.012708428,0.006532879,-0.004735336,0.01492706,0.02575995
20/12/2018,-0.037894899,-0.005746649,-0.032903448,-0.048436342,-0.033280815,0.007202912,0.025605951
12/01/2017,-0.009867999,-0.024399994,-0.01284167,-0.011827348,-0.00797012,0.001303781,0.025496899
29/03/2017,-0.034571058,-0.022382889,-0.013884664,-0.01068282,-0.0123335,-0.006924671,0.025445779
15/03/2019,-0.010759987,0.003841718,0.005305629,-0.004115697,-0.002501915,0.010461341,0.025393747
21/07/2021,0.002766918,0.032930763,0.007026714,-0.005338004,0.018443363,0.015878135,0.025334397
24/07/2018,0.004997292,-0.018639593,-0.003299094,0.003335003,-0.01646047,0.012803752,0.025304079
24/03/2022,-0.00060835,0.074058502,0.008039049,-0.001056928,0.005104723,0.01152128,0.025248929
14/06/2023,-0.010257253,0.031928986,0.003310338,0.004287985,-0.016722937,0.01035902,0.025229089
07/11/2018,0.036390136,0.020925519,0.045679277,0.01660832,0.028866253,0.011801446,0.025204586
09/02/2022,0.002021352,0.047519064,0.014975337,-0.008800936,0.018787059,0.00933429,0.025123141
01/11/2018,-0.014351769,0.011724346,-0.017335468,-0.005980815,0.017917311,0.034068736,0.025072418
