Fecha,MXNUSD,Apertura,Máximo,Mínimo,Vol.,% var.,obs
21.04.2025,19.724,19.7115,19.7695,19.582,,0.05%,97
22.04.2025,19.6155,19.7375,19.7515,19.5205,,-0.55%,96
23.04.2025,19.634,19.6155,19.6795,19.4694,,0.09%,95
24.04.2025,19.6,19.6375,19.6516,19.5596,,-0.17%,94
25.04.2025,19.51,19.6,19.6915,19.4967,,-0.46%,93
28.04.2025,19.591,19.5085,19.6125,19.4812,,0.42%,92
29.04.2025,19.5555,19.585,19.656,19.545,,-0.18%,91
30.04.2025,19.6145,19.5555,19.6585,19.5195,,0.30%,90
01.05.2025,19.611,19.62,19.6815,19.5895,,-0.02%,89
02.05.2025,19.5805,19.6125,19.7054,19.5468,,-0.16%,88
05.05.2025,19.6935,19.589,19.7087,19.5477,,0.58%,87
06.05.2025,19.67,19.6985,19.7865,19.6199,,-0.12%,86
07.05.2025,19.589,19.67,19.6875,19.5547,,-0.41%,85
08.05.2025,19.5405,19.589,19.635,19.5104,,-0.25%,84
09.05.2025,19.461,19.5354,19.5542,19.4336,,-0.41%,83
12.05.2025,19.639,19.4567,19.671,19.4204,,0.91%,82
13.05.2025,19.4185,19.6395,19.6499,19.3743,,-1.12%,81
14.05.2025,19.3895,19.4235,19.438,19.301,,-0.15%,80
15.05.2025,19.492,19.3845,19.525,19.3252,,0.53%,79
16.05.2025,19.4725,19.497,19.571,19.4333,,-0.10%,78
19.05.2025,19.3175,19.465,19.4936,19.2993,,-0.80%,77
20.05.2025,19.2775,19.3125,19.3395,19.2482,,-0.21%,76
21.05.2025,19.3685,19.265,19.399,19.2561,,0.47%,75
22.05.2025,19.3155,19.382,19.4635,19.2877,,-0.27%,74
23.05.2025,19.2375,19.31,19.384,19.2224,,-0.40%,73
26.05.2025,19.251,19.2267,19.256,19.1823,,0.07%,72
27.05.2025,19.2669,19.2555,19.292,19.1815,,0.08%,71
28.05.2025,19.4025,19.2651,19.43,19.2527,,0.70%,70
29.05.2025,19.3235,19.398,19.4325,19.2905,,-0.41%,69
30.05.2025,19.43,19.3235,19.445,19.2566,,0.55%,68
02.06.2025,19.2215,19.428,19.4452,19.1889,,-1.07%,67
03.06.2025,19.239,19.2065,19.2895,19.1951,,0.09%,66
04.06.2025,19.1962,19.244,19.2592,19.1602,,-0.22%,65
05.06.2025,19.1597,19.1986,19.2315,19.1367,,-0.19%,64
06.06.2025,19.1155,19.1665,19.227,19.0897,,-0.23%,63
09.06.2025,19.0431,19.1075,19.1171,19.0214,,-0.38%,62
10.06.2025,19.0655,19.0545,19.103,19.0252,,0.12%,61
11.06.2025,18.9112,19.0655,19.0835,18.8247,,-0.81%,60
12.06.2025,18.8815,18.9149,18.9855,18.8544,,-0.16%,59
13.06.2025,18.962,18.8815,19.109,18.8727,,0.43%,58
16.06.2025,18.9255,18.961,18.9768,18.8224,,-0.19%,57
17.06.2025,19.0145,18.915,19.058,18.8976,,0.47%,56
18.06.2025,19.0095,19.015,19.055,18.9421,,-0.03%,55
19.06.2025,19.0365,19.002,19.122,18.9922,,0.14%,54
20.06.2025,19.1744,19.0365,19.205,19.0068,,0.72%,53
23.06.2025,19.1251,19.185,19.3472,19.1146,,-0.26%,52
24.06.2025,19.0155,19.1251,19.1605,18.9467,,-0.57%,51
25.06.2025,18.928,19.0155,19.0469,18.8968,,-0.46%,50
26.06.2025,18.894,18.928,18.9685,18.8433,,-0.18%,49
27.06.2025,18.825,18.885,18.9285,18.8064,,-0.37%,48
30.06.2025,18.747,18.8185,18.9023,18.7373,,-0.41%,47
01.07.2025,18.735,18.7422,18.831,18.6599,,-0.06%,46
02.07.2025,18.8205,18.7357,18.8305,18.7147,,0.46%,45
03.07.2025,18.6395,18.814,18.848,18.623,,-0.96%,44
04.07.2025,18.6285,18.6365,18.6835,18.6,,-0.06%,43
07.07.2025,18.666,18.6001,18.7727,18.6001,,0.20%,42
08.07.2025,18.621,18.67,18.7445,18.5793,,-0.24%,41
09.07.2025,18.6332,18.626,18.6605,18.5502,,0.07%,40
10.07.2025,18.628,18.6333,18.7105,18.593,,-0.03%,39
11.07.2025,18.6405,18.628,18.753,18.5936,,0.07%,38
14.07.2025,18.744,18.645,18.7841,18.6443,,0.56%,37
15.07.2025,18.822,18.7391,18.889,18.6492,,0.42%,36
16.07.2025,18.7153,18.8345,18.853,18.675,,-0.57%,35
17.07.2025,18.782,18.709,18.85,18.6991,,0.36%,34
18.07.2025,18.7415,18.782,18.792,18.6882,,-0.22%,33
21.07.2025,18.6709,18.728,18.744,18.6232,,-0.38%,32
22.07.2025,18.6505,18.6709,18.7108,18.5836,,-0.11%,31
23.07.2025,18.5423,18.6465,18.6935,18.522,,-0.58%,30
24.07.2025,18.5515,18.5445,18.5965,18.5228,,0.05%,29
25.07.2025,18.5415,18.5565,18.5999,18.5202,,-0.05%,28
28.07.2025,18.7595,18.5415,18.7795,18.5102,,1.18%,27
29.07.2025,18.758,18.7645,18.8425,18.7247,,-0.01%,26
30.07.2025,18.8858,18.7425,18.8905,18.6975,,0.68%,25
31.07.2025,18.8779,18.8825,18.9096,18.7697,,-0.04%,24
01.08.2025,18.8584,18.89,18.986,18.7497,,-0.10%,23
04.08.2025,18.9001,18.867,18.958,18.7639,,0.22%,22
05.08.2025,18.7409,18.9,18.9525,18.7156,,-0.84%,21
06.08.2025,18.609,18.7409,18.7555,18.5796,,-0.70%,20
07.08.2025,18.618,18.604,18.7415,18.5803,,0.05%,19
08.08.2025,18.58,18.618,18.647,18.5227,,-0.20%,18
11.08.2025,18.6655,18.5755,18.699,18.5649,,0.46%,17
12.08.2025,18.6005,18.6655,18.698,18.5365,,-0.35%,16
13.08.2025,18.6294,18.615,18.6695,18.5091,,0.16%,15
14.08.2025,18.7975,18.637,18.8572,18.619,,0.90%,14
15.08.2025,18.7435,18.8065,18.8252,18.6755,,-0.29%,13
18.08.2025,18.783,18.7175,18.872,18.7097,,0.21%,12
19.08.2025,18.8275,18.788,18.8725,18.7539,,0.24%,11
20.08.2025,18.7695,18.8191,18.8512,18.722,,-0.31%,10
21.08.2025,18.7595,18.793,18.8192,18.7269,,-0.05%,9
22.08.2025,18.603,18.7541,18.7884,18.5677,,-0.83%,8
25.08.2025,18.674,18.5845,18.7036,18.5484,,0.38%,7
26.08.2025,18.661,18.674,18.7102,18.6155,,-0.07%,6
27.08.2025,18.662,18.6615,18.8021,18.6444,,0.01%,5
28.08.2025,18.6535,18.662,18.6933,18.6004,,-0.05%,4
29.08.2025,18.6555,18.6535,18.7225,18.6215,,0.01%,3
01.09.2025,18.6438,18.6505,18.6794,18.6004,,-0.06%,2
02.09.2025,18.7269,18.6425,18.8715,18.6346,,0.45%,1
